3.130000000000000000e+02,3.130000000000000000e+02,3.130000000000000000e+02,3.130000000000000000e+02,3.160000000000000000e+02,2.790000000000000000e+02,9.670000000000000000e+02,3.320000000000000000e+02,3.130000000000000000e+02,3.130000000000000000e+02
3.150000000000000000e+02,3.160000000000000000e+02,5.650000000000000000e+02,1.940000000000000000e+02,3.150000000000000000e+02,3.150000000000000000e+02,1.600000000000000000e+02,1.120000000000000000e+02,3.150000000000000000e+02,9.430000000000000000e+02
8.960000000000000000e+02,1.620000000000000000e+02,1.550000000000000000e+02,4.300000000000000000e+01,1.550000000000000000e+02,1.540000000000000000e+02,7.900000000000000000e+01,2.100000000000000000e+01,1.550000000000000000e+02,1.550000000000000000e+02
6.800000000000000000e+01,6.800000000000000000e+01,6.800000000000000000e+01,4.000000000000000000e+01,6.800000000000000000e+01,7.100000000000000000e+01,6.800000000000000000e+01,4.000000000000000000e+02,6.800000000000000000e+01,6.800000000000000000e+01
7.770000000000000000e+02,2.550000000000000000e+02,3.000000000000000000e+02,4.000000000000000000e+01,1.570000000000000000e+02,1.250000000000000000e+02,7.670000000000000000e+02,2.550000000000000000e+02,2.550000000000000000e+02,2.550000000000000000e+02
2.220000000000000000e+02,2.220000000000000000e+02,5.950000000000000000e+02,3.610000000000000000e+02,2.450000000000000000e+02,1.110000000000000000e+02,1.525000000000000000e+03,2.100000000000000000e+01,2.220000000000000000e+02,2.220000000000000000e+02
2.920000000000000000e+02,2.930000000000000000e+02,6.140000000000000000e+02,2.920000000000000000e+02,2.920000000000000000e+02,1.780000000000000000e+02,7.900000000000000000e+01,8.100000000000000000e+01,6.110000000000000000e+02,2.920000000000000000e+02
2.840000000000000000e+02,2.840000000000000000e+02,2.230000000000000000e+02,4.000000000000000000e+01,5.800000000000000000e+02,2.760000000000000000e+02,7.900000000000000000e+01,2.100000000000000000e+01,2.830000000000000000e+02,2.830000000000000000e+02
9.300000000000000000e+01,9.300000000000000000e+01,2.410000000000000000e+02,9.300000000000000000e+01,9.000000000000000000e+01,1.490000000000000000e+02,7.900000000000000000e+01,9.300000000000000000e+01,9.300000000000000000e+01,9.300000000000000000e+01
2.250000000000000000e+02,2.270000000000000000e+02,2.270000000000000000e+02,2.270000000000000000e+02,1.570000000000000000e+02,2.270000000000000000e+02,7.900000000000000000e+01,2.150000000000000000e+02,2.270000000000000000e+02,2.270000000000000000e+02
